code,start_time,home_team,visiting_team
201603020BOS,7:30p,Boston Celtics,Portland Trail Blazers
201603020DEN,9:00p,Denver Nuggets,Los Angeles Lakers
201603020HOU,8:00p,Houston Rockets,New Orleans Pelicans
201603020LAC,10:30p,Los Angeles Clippers,Oklahoma City Thunder
201304140NOH,6:00p,New Orleans Hornets,Dallas Mavericks
201304140NYK,3:30p,New York Knicks,Indiana Pacers
201304140PHI,3:30p,Philadelphia 76ers,Cleveland Cavaliers
201304140TOR,3:30p,Toronto Raptors,Brooklyn Nets
201704040GSW,10:30p,Golden State Warriors,Minnesota Timberwolves
201704040IND,7:00p,Indiana Pacers,Toronto Raptors
201704040NOP,8:00p,New Orleans Pelicans,Denver Nuggets
201704040NYK,8:00p,New York Knicks,Chicago Bulls
201403120BOS,7:30p,Boston Celtics,New York Knicks
201403120LAC,10:30p,Los Angeles Clippers,Golden State Warriors
201403120MIA,7:00p,Miami Heat,Brooklyn Nets
201403120NOP,8:00p,New Orleans Pelicans,Memphis Grizzlies
201703030PHI,7:00p,Philadelphia 76ers,New York Knicks
201703030PHO,9:00p,Phoenix Suns,Oklahoma City Thunder
201703030UTA,9:00p,Utah Jazz,Brooklyn Nets
201703030WAS,7:00p,Washington Wizards,Toronto Raptors
200902200POR,10:00p,Portland Trail Blazers,Atlanta Hawks
200902210DAL,9:00p,Dallas Mavericks,Sacramento Kings
200902210GSW,10:30p,Golden State Warriors,Oklahoma City Thunder
200902210MIA,3:30p,Miami Heat,Philadelphia 76ers
201702020SAS,8:30p,San Antonio Spurs,Philadelphia 76ers
201702020WAS,7:00p,Washington Wizards,Los Angeles Lakers
201702030BOS,8:00p,Boston Celtics,Los Angeles Lakers
201702030BRK,7:30p,Brooklyn Nets,Indiana Pacers
201303130HOU,8:00p,Houston Rockets,Phoenix Suns
201303130IND,7:00p,Indiana Pacers,Minnesota Timberwolves
201303130LAC,10:30p,Los Angeles Clippers,Memphis Grizzlies
201303130OKC,8:00p,Oklahoma City Thunder,Utah Jazz
201701040CHO,7:00p,Charlotte Hornets,Oklahoma City Thunder
201701040CLE,8:00p,Cleveland Cavaliers,Chicago Bulls
201701040GSW,10:30p,Golden State Warriors,Portland Trail Blazers
201701040LAC,10:30p,Los Angeles Clippers,Memphis Grizzlies
201701040NYK,7:30p,New York Knicks,Milwaukee Bucks
200912260OKC,8:00p,Oklahoma City Thunder,Charlotte Bobcats
200912260SAC,10:00p,Sacramento Kings,Los Angeles Lakers
200912260UTA,9:00p,Utah Jazz,Philadelphia 76ers
200912270CLE,6:00p,Cleveland Cavaliers,Houston Rockets
200901170DEN,9:00p,Denver Nuggets,Orlando Magic
200901170DET,7:30p,Detroit Pistons,New Orleans Hornets
200901170HOU,8:30p,Houston Rockets,Miami Heat
200901170LAC,10:30p,Los Angeles Clippers,Milwaukee Bucks
201212140HOU,8:00p,Houston Rockets,Boston Celtics
201212140IND,7:00p,Indiana Pacers,Philadelphia 76ers
201212140NOH,8:00p,New Orleans Hornets,Minnesota Timberwolves
201212140OKC,8:00p,Oklahoma City Thunder,Sacramento Kings
201302130DET,7:30p,Detroit Pistons,Washington Wizards
201302130IND,7:00p,Indiana Pacers,Charlotte Bobcats
201302130LAC,10:30p,Los Angeles Clippers,Houston Rockets
201302130MIL,8:00p,Milwaukee Bucks,Philadelphia 76ers
201301130NYK,12:00p,New York Knicks,New Orleans Hornets
201301130POR,9:00p,Portland Trail Blazers,Oklahoma City Thunder
201301130SAS,7:00p,San Antonio Spurs,Minnesota Timberwolves
201301130TOR,1:00p,Toronto Raptors,Milwaukee Bucks
200812170TOR,7:00p,Toronto Raptors,Dallas Mavericks
200812180ORL,8:00p,Orlando Magic,San Antonio Spurs
200812180POR,10:30p,Portland Trail Blazers,Phoenix Suns
200812190ATL,7:30p,Atlanta Hawks,Golden State Warriors
200811160TOR,1:00p,Toronto Raptors,Miami Heat
200811170LAC,10:30p,Los Angeles Clippers,San Antonio Spurs
200811170OKC,8:00p,Oklahoma City Thunder,Houston Rockets
200811170UTA,9:00p,Utah Jazz,Phoenix Suns
201003260NJN,8:00p,New Jersey Nets,Detroit Pistons
201003260OKC,8:00p,Oklahoma City Thunder,Los Angeles Lakers
201003260ORL,7:00p,Orlando Magic,Minnesota Timberwolves
201003260PHI,7:00p,Philadelphia 76ers,Atlanta Hawks
200911270HOU,8:30p,Houston Rockets,San Antonio Spurs
200911270IND,8:00p,Indiana Pacers,Dallas Mavericks
200911270MIA,7:00p,Miami Heat,Washington Wizards
200911270MIN,9:30p,Minnesota Timberwolves,Phoenix Suns
201612030UTA,9:00p,Utah Jazz,Denver Nuggets
201612040DET,6:00p,Detroit Pistons,Orlando Magic
201612040LAC,9:30p,Los Angeles Clippers,Indiana Pacers
201612040NYK,7:30p,New York Knicks,Sacramento Kings
200903250NOH,8:00p,New Orleans Hornets,Denver Nuggets
200903250NYK,7:30p,New York Knicks,Los Angeles Clippers
200903250ORL,8:00p,Orlando Magic,Boston Celtics
200903250PHI,7:00p,Philadelphia 76ers,Minnesota Timberwolves
201710200WAS,7:00p,Washington Wizards,Detroit Pistons
201710210CHI,8:00p,Chicago Bulls,San Antonio Spurs
201710210CLE,8:00p,Cleveland Cavaliers,Orlando Magic
201710210DEN,9:00p,Denver Nuggets,Sacramento Kings
201001260WAS,7:00p,Washington Wizards,Los Angeles Lakers
201001270CLE,7:00p,Cleveland Cavaliers,Minnesota Timberwolves
201001270DET,7:30p,Detroit Pistons,Memphis Grizzlies
201001270GSW,10:30p,Golden State Warriors,New Orleans Hornets
201211130ORL,7:00p,Orlando Magic,New York Knicks
201211130SAC,10:00p,Sacramento Kings,Portland Trail Blazers
201211140BOS,7:30p,Boston Celtics,Utah Jazz
201211140DAL,8:30p,Dallas Mavericks,Washington Wizards
201611020NYK,7:30p,New York Knicks,Houston Rockets
201611020PHO,10:00p,Phoenix Suns,Portland Trail Blazers
201611020UTA,9:00p,Utah Jazz,Dallas Mavericks
201611020WAS,7:00p,Washington Wizards,Toronto Raptors
201611030CLE,8:00p,Cleveland Cavaliers,Boston Celtics
201610270SAC,10:30p,Sacramento Kings,San Antonio Spurs
201610280BRK,7:30p,Brooklyn Nets,Indiana Pacers
201610280DAL,8:30p,Dallas Mavericks,Houston Rockets
201610280DET,7:30p,Detroit Pistons,Orlando Magic
201404130POR,9:00p,Portland Trail Blazers,Golden State Warriors
201404130SAC,9:00p,Sacramento Kings,Minnesota Timberwolves
201404140ATL,7:30p,Atlanta Hawks,Charlotte Bobcats
201404140CHI,8:00p,Chicago Bulls,Orlando Magic
201604020CHI,8:00p,Chicago Bulls,Detroit Pistons
201604020DEN,9:00p,Denver Nuggets,Sacramento Kings
201604020PHI,7:30p,Philadelphia 76ers,Indiana Pacers
201604020POR,10:00p,Portland Trail Blazers,Miami Heat
201605090POR,10:30p,Portland Trail Blazers,Golden State Warriors
201605100SAS,8:00p,San Antonio Spurs,Oklahoma City Thunder
201605110GSW,10:30p,Golden State Warriors,Portland Trail Blazers
201605110TOR,8:00p,Toronto Raptors,Miami Heat
201602020LAL,10:30p,Los Angeles Lakers,Minnesota Timberwolves
201602020NYK,7:30p,New York Knicks,Boston Celtics
201602020PHO,9:00p,Phoenix Suns,Toronto Raptors
201602020POR,10:00p,Portland Trail Blazers,Milwaukee Bucks
201705190BOS,8:30p,Boston Celtics,Cleveland Cavaliers
201705200SAS,9:00p,San Antonio Spurs,Golden State Warriors
201705210CLE,8:30p,Cleveland Cavaliers,Boston Celtics
201705220SAS,9:00p,San Antonio Spurs,Golden State Warriors
201603020MEM,8:00p,Memphis Grizzlies,Sacramento Kings
201603020MIL,8:00p,Milwaukee Bucks,Indiana Pacers
201603020MIN,8:00p,Minnesota Timberwolves,Washington Wizards
201603020ORL,7:00p,Orlando Magic,Chicago Bulls
201304150BRK,7:30p,Brooklyn Nets,Washington Wizards
201304150CHA,7:00p,Charlotte Bobcats,New York Knicks
201304150CLE,7:00p,Cleveland Cavaliers,Miami Heat
201304150DAL,8:00p,Dallas Mavericks,Memphis Grizzlies
201704040OKC,8:00p,Oklahoma City Thunder,Milwaukee Bucks
201704040PHI,7:00p,Philadelphia 76ers,Brooklyn Nets
201704040SAC,10:30p,Sacramento Kings,Dallas Mavericks
201704040SAS,8:30p,San Antonio Spurs,Memphis Grizzlies
201403120ORL,7:00p,Orlando Magic,Denver Nuggets
201403120PHI,7:00p,Philadelphia 76ers,Sacramento Kings
201403120PHO,10:00p,Phoenix Suns,Cleveland Cavaliers
201403120SAS,9:30p,San Antonio Spurs,Portland Trail Blazers
201703040CHI,8:30p,Chicago Bulls,Los Angeles Clippers
201703040DEN,9:00p,Denver Nuggets,Charlotte Hornets
201703040HOU,9:00p,Houston Rockets,Memphis Grizzlies
201703040MIA,8:00p,Miami Heat,Cleveland Cavaliers
200902210UTA,9:00p,Utah Jazz,New Orleans Hornets
200902210WAS,8:00p,Washington Wizards,San Antonio Spurs
200902220CLE,8:00p,Cleveland Cavaliers,Detroit Pistons
200902220HOU,5:00p,Houston Rockets,Charlotte Bobcats
201702030DEN,9:00p,Denver Nuggets,Milwaukee Bucks
201702030DET,7:30p,Detroit Pistons,Minnesota Timberwolves
201702030HOU,8:00p,Houston Rockets,Chicago Bulls
201702030OKC,8:00p,Oklahoma City Thunder,Memphis Grizzlies
201303130PHI,7:00p,Philadelphia 76ers,Miami Heat
201303130SAC,10:00p,Sacramento Kings,Chicago Bulls
201303130WAS,7:00p,Washington Wizards,Milwaukee Bucks
201701040ORL,7:00p,Orlando Magic,Atlanta Hawks
201701040SAC,10:30p,Sacramento Kings,Miami Heat
201701050DAL,8:30p,Dallas Mavericks,Phoenix Suns
201701050DEN,9:00p,Denver Nuggets,San Antonio Spurs
200912270DEN,8:00p,Denver Nuggets,Dallas Mavericks
200912270LAC,9:30p,Los Angeles Clippers,Boston Celtics
200912270MIA,6:00p,Miami Heat,Indiana Pacers
200901170NJN,1:00p,New Jersey Nets,Boston Celtics
200901170NYK,7:30p,New York Knicks,Philadelphia 76ers
200901180OKC,7:00p,Oklahoma City Thunder,Miami Heat
200901180TOR,12:30p,Toronto Raptors,Phoenix Suns
201212140ORL,7:00p,Orlando Magic,Golden State Warriors
201212140PHO,9:00p,Phoenix Suns,Utah Jazz
201212140TOR,7:00p,Toronto Raptors,Dallas Mavericks
201302130MIN,8:00p,Minnesota Timberwolves,Utah Jazz
201302130NOH,8:00p,New Orleans Hornets,Portland Trail Blazers
201302130NYK,7:30p,New York Knicks,Toronto Raptors
201302130ORL,7:00p,Orlando Magic,Atlanta Hawks
201301140BOS,7:30p,Boston Celtics,Charlotte Bobcats
201301140CHI,8:00p,Chicago Bulls,Atlanta Hawks
201301140DAL,8:30p,Dallas Mavericks,Minnesota Timberwolves
201301140MEM,8:00p,Memphis Grizzlies,Los Angeles Clippers
200812190BOS,7:30p,Boston Celtics,Chicago Bulls
200812190DEN,10:30p,Denver Nuggets,Cleveland Cavaliers
200812190DET,8:00p,Detroit Pistons,Utah Jazz
200811180BOS,7:30p,Boston Celtics,New York Knicks
200811180CHA,7:00p,Charlotte Bobcats,Dallas Mavericks
200811180DEN,9:00p,Denver Nuggets,Milwaukee Bucks
201003260PHO,10:00p,Phoenix Suns,New York Knicks
201003260SAS,8:30p,San Antonio Spurs,Cleveland Cavaliers
201003260TOR,7:00p,Toronto Raptors,Denver Nuggets
200911270OKC,9:30p,Oklahoma City Thunder,Milwaukee Bucks
200911270PHI,7:30p,Philadelphia 76ers,Atlanta Hawks
200911270POR,10:00p,Portland Trail Blazers,Memphis Grizzlies
201612040OKC,7:00p,Oklahoma City Thunder,New Orleans Pelicans
201612050ATL,7:30p,Atlanta Hawks,Oklahoma City Thunder
201612050BRK,7:30p,Brooklyn Nets,Washington Wizards
200903250PHO,10:30p,Phoenix Suns,Utah Jazz
200903250TOR,7:00p,Toronto Raptors,Milwaukee Bucks
200903250WAS,7:00p,Washington Wizards,Charlotte Bobcats
200903260CHI,8:00p,Chicago Bulls,Miami Heat
201710210HOU,8:00p,Houston Rockets,Dallas Mavericks
201710210LAC,10:30p,Los Angeles Clippers,Phoenix Suns
201710210MEM,8:00p,Memphis Grizzlies,Golden State Warriors
201001270HOU,8:30p,Houston Rockets,Denver Nuggets
201001270IND,7:00p,Indiana Pacers,Los Angeles Lakers
201001270MIL,8:00p,Milwaukee Bucks,Philadelphia 76ers
201001270NJN,7:30p,New Jersey Nets,Los Angeles Clippers
201211140GSW,10:30p,Golden State Warriors,Atlanta Hawks
201211140HOU,8:00p,Houston Rockets,New Orleans Hornets
201211140LAC,10:30p,Los Angeles Clippers,Miami Heat
201211140MIL,8:00p,Milwaukee Bucks,Indiana Pacers
201211140MIN,8:00p,Minnesota Timberwolves,Charlotte Bobcats
201611030GSW,10:30p,Golden State Warriors,Oklahoma City Thunder
201611030MIL,8:00p,Milwaukee Bucks,Indiana Pacers
201611030MIN,8:00p,Minnesota Timberwolves,Denver Nuggets
201611030ORL,7:00p,Orlando Magic,Sacramento Kings
201611040BRK,7:30p,Brooklyn Nets,Charlotte Hornets
201610280MIA,8:00p,Miami Heat,Charlotte Hornets
201610280NOP,9:30p,New Orleans Pelicans,Golden State Warriors
201610280OKC,8:00p,Oklahoma City Thunder,Phoenix Suns
201610280TOR,7:00p,Toronto Raptors,Cleveland Cavaliers
201610280UTA,9:00p,Utah Jazz,Los Angeles Lakers
201404140GSW,10:30p,Golden State Warriors,Minnesota Timberwolves
201404140HOU,8:00p,Houston Rockets,San Antonio Spurs
201404140NOP,8:00p,New Orleans Pelicans,Oklahoma City Thunder
201404140PHI,7:00p,Philadelphia 76ers,Boston Celtics
201604020SAS,8:30p,San Antonio Spurs,Toronto Raptors
201604030BRK,1:00p,Brooklyn Nets,New Orleans Pelicans
201604030CLE,3:30p,Cleveland Cavaliers,Charlotte Hornets
201604030GSW,8:00p,Golden State Warriors,Portland Trail Blazers
201604030HOU,3:30p,Houston Rockets,Oklahoma City Thunder
201605120OKC,8:30p,Oklahoma City Thunder,San Antonio Spurs
201605130MIA,8:00p,Miami Heat,Toronto Raptors
201605150TOR,3:30p,Toronto Raptors,Miami Heat
201605160GSW,9:00p,Golden State Warriors,Oklahoma City Thunder
201605170CLE,8:30p,Cleveland Cavaliers,Toronto Raptors
201602030BOS,7:30p,Boston Celtics,Detroit Pistons
201602030BRK,7:30p,Brooklyn Nets,Indiana Pacers
201602030CHO,7:00p,Charlotte Hornets,Cleveland Cavaliers
201602030DAL,8:30p,Dallas Mavericks,Miami Heat
201602030LAC,10:30p,Los Angeles Clippers,Minnesota Timberwolves
201705230CLE,8:30p,Cleveland Cavaliers,Boston Celtics
201705250BOS,8:30p,Boston Celtics,Cleveland Cavaliers
201603020PHI,7:00p,Philadelphia 76ers,Charlotte Hornets
201603020SAS,8:00p,San Antonio Spurs,Detroit Pistons
201603020TOR,7:30p,Toronto Raptors,Utah Jazz
201603030DAL,8:30p,Dallas Mavericks,Sacramento Kings
201603030GSW,10:30p,Golden State Warriors,Oklahoma City Thunder
201304150DET,7:30p,Detroit Pistons,Philadelphia 76ers
201304150GSW,10:30p,Golden State Warriors,San Antonio Spurs
201304150MIL,8:00p,Milwaukee Bucks,Denver Nuggets
201304150MIN,8:00p,Minnesota Timberwolves,Utah Jazz
201304150OKC,8:00p,Oklahoma City Thunder,Sacramento Kings
201704040UTA,9:00p,Utah Jazz,Portland Trail Blazers
201704040WAS,7:00p,Washington Wizards,Charlotte Hornets
201704050BOS,8:00p,Boston Celtics,Cleveland Cavaliers
201704050CHO,7:00p,Charlotte Hornets,Miami Heat
201704050DET,7:30p,Detroit Pistons,Toronto Raptors
201403120TOR,7:00p,Toronto Raptors,Detroit Pistons
201403120UTA,9:00p,Utah Jazz,Dallas Mavericks
201403120WAS,7:00p,Washington Wizards,Charlotte Bobcats
201403130ATL,7:30p,Atlanta Hawks,Milwaukee Bucks
201403130CHI,7:00p,Chicago Bulls,Houston Rockets
201703040MIL,8:00p,Milwaukee Bucks,Toronto Raptors
201703040PHI,6:00p,Philadelphia 76ers,Detroit Pistons
201703040POR,10:00p,Portland Trail Blazers,Brooklyn Nets
201703040SAS,9:00p,San Antonio Spurs,Minnesota Timberwolves
201703050ATL,1:00p,Atlanta Hawks,Indiana Pacers
200902220IND,12:00p,Indiana Pacers,Chicago Bulls
200902220MIL,5:00p,Milwaukee Bucks,Denver Nuggets
200902220MIN,7:00p,Minnesota Timberwolves,Los Angeles Lakers
200902220ORL,5:30p,Orlando Magic,Miami Heat
200902220PHO,2:30p,Phoenix Suns,Boston Celtics
201702030ORL,7:00p,Orlando Magic,Toronto Raptors
201702030POR,10:30p,Portland Trail Blazers,Dallas Mavericks
201702030SAC,10:30p,Sacramento Kings,Phoenix Suns
201702040ATL,7:00p,Atlanta Hawks,Orlando Magic
201303140POR,10:30p,Portland Trail Blazers,New York Knicks
201303140SAS,8:00p,San Antonio Spurs,Dallas Mavericks
201303150ATL,7:30p,Atlanta Hawks,Phoenix Suns
201303150DAL,8:30p,Dallas Mavericks,Cleveland Cavaliers
201303150DEN,9:00p,Denver Nuggets,Memphis Grizzlies
201701050DET,7:30p,Detroit Pistons,Charlotte Hornets
201701050HOU,8:00p,Houston Rockets,Oklahoma City Thunder
201701050IND,7:00p,Indiana Pacers,Brooklyn Nets
201701050NOP,8:00p,New Orleans Pelicans,Atlanta Hawks
200912270NYK,6:00p,New York Knicks,San Antonio Spurs
200912270TOR,1:00p,Toronto Raptors,Detroit Pistons
200912280CHA,7:00p,Charlotte Bobcats,Milwaukee Bucks
200912280GSW,10:30p,Golden State Warriors,Boston Celtics
200901190ATL,2:00p,Atlanta Hawks,Toronto Raptors
200901190BOS,8:00p,Boston Celtics,Phoenix Suns
200901190CHA,2:00p,Charlotte Bobcats,San Antonio Spurs
200901190GSW,4:00p,Golden State Warriors,Washington Wizards
201212140WAS,7:00p,Washington Wizards,Los Angeles Lakers
201212150ATL,7:00p,Atlanta Hawks,Golden State Warriors
201212150CHA,7:30p,Charlotte Bobcats,Orlando Magic
201212150CHI,8:00p,Chicago Bulls,Brooklyn Nets
201302140LAL,10:30p,Los Angeles Lakers,Los Angeles Clippers
201302140OKC,8:00p,Oklahoma City Thunder,Miami Heat
201302190BRK,7:30p,Brooklyn Nets,Milwaukee Bucks
201302190DEN,9:00p,Denver Nuggets,Boston Celtics
201301140PHO,9:00p,Phoenix Suns,Oklahoma City Thunder
201301140SAC,10:00p,Sacramento Kings,Cleveland Cavaliers
201301140UTA,9:00p,Utah Jazz,Miami Heat
201301140WAS,7:00p,Washington Wizards,Orlando Magic
200812190HOU,8:30p,Houston Rockets,Sacramento Kings
200812190IND,7:00p,Indiana Pacers,Los Angeles Clippers
200812190MEM,8:00p,Memphis Grizzlies,Charlotte Bobcats
200812190MIA,8:00p,Miami Heat,Los Angeles Lakers
200811180GSW,10:30p,Golden State Warriors,Portland Trail Blazers
200811180IND,7:00p,Indiana Pacers,Atlanta Hawks
200811180LAL,10:30p,Los Angeles Lakers,Chicago Bulls
200811180MEM,8:00p,Memphis Grizzlies,Sacramento Kings
201003270CHI,8:00p,Chicago Bulls,New Jersey Nets
201003270GSW,10:30p,Golden State Warriors,Dallas Mavericks
201003270HOU,8:30p,Houston Rockets,Los Angeles Lakers
201003270NOH,8:00p,New Orleans Hornets,Portland Trail Blazers
200911270SAC,10:00p,Sacramento Kings,New Jersey Nets
200911280CLE,7:30p,Cleveland Cavaliers,Dallas Mavericks
200911280GSW,10:30p,Golden State Warriors,Los Angeles Lakers
200911280MIL,9:00p,Milwaukee Bucks,Orlando Magic
201612050CHI,8:00p,Chicago Bulls,Portland Trail Blazers
201612050DAL,8:30p,Dallas Mavericks,Charlotte Hornets
201612050GSW,10:30p,Golden State Warriors,Indiana Pacers
201612050HOU,8:00p,Houston Rockets,Boston Celtics
200903260DET,7:30p,Detroit Pistons,Los Angeles Lakers
200903260POR,10:30p,Portland Trail Blazers,Phoenix Suns
200903270ATL,7:30p,Atlanta Hawks,Boston Celtics
200903270CLE,7:30p,Cleveland Cavaliers,Minnesota Timberwolves
201710210MIA,8:00p,Miami Heat,Indiana Pacers
201710210MIL,8:30p,Milwaukee Bucks,Portland Trail Blazers
201710210NYK,8:00p,New York Knicks,Detroit Pistons
201710210TOR,7:30p,Toronto Raptors,Philadelphia 76ers
201001270OKC,8:00p,Oklahoma City Thunder,Chicago Bulls
201001270POR,10:00p,Portland Trail Blazers,Utah Jazz
201001270SAS,8:30p,San Antonio Spurs,Atlanta Hawks
201001270TOR,7:00p,Toronto Raptors,Miami Heat
201211140OKC,8:00p,Oklahoma City Thunder,Memphis Grizzlies
201211140PHI,7:00p,Philadelphia 76ers,Detroit Pistons
201211140PHO,9:00p,Phoenix Suns,Chicago Bulls
201211150BRK,8:00p,Brooklyn Nets,Boston Celtics
201611040CHI,8:00p,Chicago Bulls,New York Knicks
201611040DAL,8:30p,Dallas Mavericks,Portland Trail Blazers
201611040LAL,10:30p,Los Angeles Lakers,Golden State Warriors
201611040MEM,8:00p,Memphis Grizzlies,Los Angeles Clippers
201610290CHI,8:00p,Chicago Bulls,Indiana Pacers
201610290CHO,7:00p,Charlotte Hornets,Boston Celtics
201610290CLE,7:30p,Cleveland Cavaliers,Orlando Magic
201610290DEN,9:00p,Denver Nuggets,Portland Trail Blazers
201404140PHO,10:00p,Phoenix Suns,Memphis Grizzlies
201404140TOR,7:00p,Toronto Raptors,Milwaukee Bucks
201404140UTA,9:00p,Utah Jazz,Los Angeles Lakers
201404140WAS,7:00p,Washington Wizards,Miami Heat
201604030LAC,3:30p,Los Angeles Clippers,Washington Wizards
201604030LAL,9:30p,Los Angeles Lakers,Boston Celtics
201604030MIL,7:00p,Milwaukee Bucks,Chicago Bulls
201604030MIN,3:30p,Minnesota Timberwolves,Dallas Mavericks
201605180GSW,9:00p,Golden State Warriors,Oklahoma City Thunder
201605190CLE,8:30p,Cleveland Cavaliers,Toronto Raptors
201605210TOR,8:30p,Toronto Raptors,Cleveland Cavaliers
201605220OKC,8:00p,Oklahoma City Thunder,Golden State Warriors
201602030OKC,8:00p,Oklahoma City Thunder,Orlando Magic
201602030PHI,7:00p,Philadelphia 76ers,Atlanta Hawks
201602030SAC,10:00p,Sacramento Kings,Chicago Bulls
201602030SAS,8:30p,San Antonio Spurs,New Orleans Pelicans
201603030MIA,7:30p,Miami Heat,Phoenix Suns
201603030NOP,8:00p,New Orleans Pelicans,San Antonio Spurs
201603040BOS,7:30p,Boston Celtics,New York Knicks
201603040CHO,7:00p,Charlotte Hornets,Indiana Pacers
201304150ORL,7:00p,Orlando Magic,Chicago Bulls
201304150PHO,10:00p,Phoenix Suns,Houston Rockets
201304160ATL,8:00p,Atlanta Hawks,Toronto Raptors
201304160LAC,10:30p,Los Angeles Clippers,Portland Trail Blazers
201704050HOU,8:00p,Houston Rockets,Denver Nuggets
201704050LAC,10:30p,Los Angeles Clippers,Dallas Mavericks
201704050MEM,8:00p,Memphis Grizzlies,Oklahoma City Thunder
201704050PHO,10:00p,Phoenix Suns,Golden State Warriors
201403130OKC,9:30p,Oklahoma City Thunder,Los Angeles Lakers
201403140BOS,7:30p,Boston Celtics,Phoenix Suns
201403140CHA,7:00p,Charlotte Bobcats,Minnesota Timberwolves
201403140GSW,10:30p,Golden State Warriors,Cleveland Cavaliers
201703050DAL,8:30p,Dallas Mavericks,Oklahoma City Thunder
201703050LAL,9:30p,Los Angeles Lakers,New Orleans Pelicans
201703050NYK,3:30p,New York Knicks,Golden State Warriors
201703050PHO,5:00p,Phoenix Suns,Boston Celtics
200902220POR,6:00p,Portland Trail Blazers,Los Angeles Clippers
200902220TOR,12:00p,Toronto Raptors,New York Knicks
200902230DEN,9:00p,Denver Nuggets,Boston Celtics
200902230LAC,10:30p,Los Angeles Clippers,Golden State Warriors
200902230NJN,7:30p,New Jersey Nets,Philadelphia 76ers
201702040IND,7:00p,Indiana Pacers,Detroit Pistons
201702040MIA,7:30p,Miami Heat,Philadelphia 76ers
201702040MIN,9:00p,Minnesota Timberwolves,Memphis Grizzlies
201702040NYK,8:30p,New York Knicks,Cleveland Cavaliers
201303150GSW,10:30p,Golden State Warriors,Chicago Bulls
201303150HOU,8:00p,Houston Rockets,Minnesota Timberwolves
201303150IND,7:00p,Indiana Pacers,Los Angeles Lakers
201303150MIL,8:30p,Milwaukee Bucks,Miami Heat
201701050POR,10:30p,Portland Trail Blazers,Los Angeles Lakers
201701050TOR,7:30p,Toronto Raptors,Utah Jazz
201701060BOS,7:30p,Boston Celtics,Philadelphia 76ers
201701060BRK,7:30p,Brooklyn Nets,Cleveland Cavaliers
200912280MEM,8:00p,Memphis Grizzlies,Washington Wizards
200912280NJN,7:30p,New Jersey Nets,Oklahoma City Thunder
200912280PHO,9:00p,Phoenix Suns,Los Angeles Lakers
200912280POR,10:00p,Portland Trail Blazers,Philadelphia 76ers
200901190HOU,2:00p,Houston Rockets,Denver Nuggets
200901190LAC,3:30p,Los Angeles Clippers,Minnesota Timberwolves
200901190LAL,10:30p,Los Angeles Lakers,Cleveland Cavaliers
200901190MEM,5:30p,Memphis Grizzlies,Detroit Pistons
201212150DET,7:30p,Detroit Pistons,Indiana Pacers
201212150MIA,7:30p,Miami Heat,Washington Wizards
201212150MIL,8:30p,Milwaukee Bucks,Los Angeles Clippers
201212150MIN,8:00p,Minnesota Timberwolves,Dallas Mavericks
201212150NYK,7:30p,New York Knicks,Cleveland Cavaliers
201302190DET,7:30p,Detroit Pistons,Memphis Grizzlies
201302190NOH,8:00p,New Orleans Hornets,Chicago Bulls
201302190ORL,7:00p,Orlando Magic,Charlotte Bobcats
201302190POR,10:00p,Portland Trail Blazers,Phoenix Suns
201301150BRK,7:30p,Brooklyn Nets,Toronto Raptors
201301150CHA,7:00p,Charlotte Bobcats,Indiana Pacers
201301150DEN,9:00p,Denver Nuggets,Portland Trail Blazers
201301150HOU,8:00p,Houston Rockets,Los Angeles Clippers
200812190NJN,7:30p,New Jersey Nets,Dallas Mavericks
200812190NYK,7:30p,New York Knicks,Milwaukee Bucks
200812190OKC,8:00p,Oklahoma City Thunder,Toronto Raptors
200812190WAS,7:00p,Washington Wizards,Philadelphia 76ers
200812200CHA,7:00p,Charlotte Bobcats,Golden State Warriors
200811180NJN,7:30p,New Jersey Nets,Cleveland Cavaliers
200811180ORL,7:00p,Orlando Magic,Toronto Raptors
200811180WAS,7:00p,Washington Wizards,Miami Heat
200811190ATL,7:00p,Atlanta Hawks,Washington Wizards
201003270WAS,7:00p,Washington Wizards,Utah Jazz
201003280ATL,3:30p,Atlanta Hawks,Indiana Pacers
201003280BOS,8:00p,Boston Celtics,San Antonio Spurs
201003280CLE,3:00p,Cleveland Cavaliers,Sacramento Kings
200911280UTA,9:00p,Utah Jazz,Portland Trail Blazers
200911280WAS,7:00p,Washington Wizards,Charlotte Bobcats
200911290DEN,8:00p,Denver Nuggets,Minnesota Timberwolves
200911290DET,1:00p,Detroit Pistons,Atlanta Hawks
201612050LAL,10:30p,Los Angeles Lakers,Utah Jazz
201612050MIL,8:00p,Milwaukee Bucks,San Antonio Spurs
201612050NOP,8:00p,New Orleans Pelicans,Memphis Grizzlies
201612050PHI,7:00p,Philadelphia 76ers,Denver Nuggets
200903270DAL,8:30p,Dallas Mavericks,Denver Nuggets
200903270NJN,7:30p,New Jersey Nets,Los Angeles Lakers
200903270NYK,7:30p,New York Knicks,New Orleans Hornets
200903270ORL,7:00p,Orlando Magic,Milwaukee Bucks
201710210UTA,9:00p,Utah Jazz,Oklahoma City Thunder
201710220BRK,3:30p,Brooklyn Nets,Atlanta Hawks
201710220LAL,9:30p,Los Angeles Lakers,New Orleans Pelicans
201710220OKC,7:00p,Oklahoma City Thunder,Minnesota Timberwolves
