code,start_time,home_team,visiting_team
198912200BOS,Utah Jazz,113,109
199011270ATL,Detroit Pistons,97,120
199011270DEN,Orlando Magic,124,113
199011270HOU,Los Angeles Clippers,107,102
199011270MIL,Indiana Pacers,112,98
200601140DAL,8:30p,Dallas Mavericks,New Jersey Nets
200601140DET,7:30p,Detroit Pistons,Charlotte Bobcats
200601140GSW,10:30p,Golden State Warriors,Los Angeles Lakers
200601140HOU,8:30p,Houston Rockets,New Orleans/Oklahoma City Hornets
200501110SAC,10:00p,Sacramento Kings,Denver Nuggets
200501110SEA,10:00p,Seattle SuperSonics,Los Angeles Clippers
200501120CHI,8:30p,Chicago Bulls,Philadelphia 76ers
200501120DAL,9:00p,Dallas Mavericks,Houston Rockets
200412110IND,8:00p,Indiana Pacers,Sacramento Kings
200412110LAC,10:30p,Los Angeles Clippers,Los Angeles Lakers
200412110MEM,8:00p,Memphis Grizzlies,Detroit Pistons
200412110SAS,8:30p,San Antonio Spurs,Cleveland Cavaliers
200411120SAS,8:00p,San Antonio Spurs,Miami Heat
200411120SEA,10:30p,Seattle SuperSonics,Toronto Raptors
200411130ATL,7:00p,Atlanta Hawks,San Antonio Spurs
200411130CHA,7:00p,Charlotte Bobcats,Golden State Warriors
200512130MIN,8:00p,Minnesota Timberwolves,Sacramento Kings
200512130SAS,8:30p,San Antonio Spurs,Los Angeles Clippers
200512130SEA,10:00p,Seattle SuperSonics,Golden State Warriors
200512130WAS,7:00p,Washington Wizards,New Jersey Nets
199411270DET,Golden State Warriors,106,91
199411270PHO,New Jersey Nets,115,110
199411270POR,Indiana Pacers,99,89
199411270SAC,Utah Jazz,89,94
200511120WAS,7:00p,Washington Wizards,San Antonio Spurs
200511130BOS,6:00p,Boston Celtics,Houston Rockets
200511130DEN,9:00p,Denver Nuggets,Minnesota Timberwolves
200511130ORL,6:00p,Orlando Magic,Cleveland Cavaliers
199204140SAS,Dallas Mavericks,120,108
199204150ATL,New York Knicks,95,94
199204150CHH,Cleveland Cavaliers,115,107
199204150DAL,Portland Trail Blazers,94,100
199204150DEN,Los Angeles Lakers,110,107
199404160MIL,Cleveland Cavaliers,90,91
199404160SAS,Phoenix Suns,94,96
199404160SEA,Houston Rockets,100,97
199404170CHH,New York Knicks,107,91
199404170DET,Indiana Pacers,99,104
200504110WAS,7:00p,Washington Wizards,Milwaukee Bucks
200504120LAC,10:30p,Los Angeles Clippers,Utah Jazz
200504120NYK,7:30p,New York Knicks,Toronto Raptors
200504120PHI,7:00p,Philadelphia 76ers,Boston Celtics
200504120PHO,10:00p,Phoenix Suns,New Orleans Hornets
200503120NOH,8:00p,New Orleans Hornets,Milwaukee Bucks
200503120POR,10:00p,Portland Trail Blazers,Memphis Grizzlies
200503120SAS,8:30p,San Antonio Spurs,Denver Nuggets
200503130BOS,6:00p,Boston Celtics,Washington Wizards
200503130CLE,7:00p,Cleveland Cavaliers,Indiana Pacers
200502120PHI,7:00p,Philadelphia 76ers,Orlando Magic
200502130BOS,6:00p,Boston Celtics,Sacramento Kings
200502130CLE,3:30p,Cleveland Cavaliers,Los Angeles Lakers
200502130GSW,9:00p,Golden State Warriors,Phoenix Suns
200502130HOU,8:30p,Houston Rockets,Portland Trail Blazers
200603120TOR,6:00p,Toronto Raptors,Indiana Pacers
200603130HOU,8:30p,Houston Rockets,New Jersey Nets
200603130IND,7:00p,Indiana Pacers,Orlando Magic
200603130LAC,10:30p,Los Angeles Clippers,Minnesota Timberwolves
200603130MIL,8:00p,Milwaukee Bucks,Atlanta Hawks
200602130NOK,8:00p,New Orleans/Oklahoma City Hornets,Washington Wizards
200602140CHI,8:30p,Chicago Bulls,Sacramento Kings
200602140DET,7:30p,Detroit Pistons,New Jersey Nets
200602140LAC,10:30p,Los Angeles Clippers,Houston Rockets
200602140MIA,7:30p,Miami Heat,Orlando Magic
199611230IND,Orlando Magic,73,76
199611230MIL,Washington Bullets,90,95
199611230MIN,Los Angeles Clippers,98,96
199611230NJN,Dallas Mavericks,114,91
199611230PHI,New York Knicks,109,92
200604130PHO,10:30p,Phoenix Suns,Dallas Mavericks
200604130SAS,8:30p,San Antonio Spurs,Orlando Magic
200604140ATL,7:00p,Atlanta Hawks,Charlotte Bobcats
200604140BOS,7:30p,Boston Celtics,New Jersey Nets
200604140CHI,8:00p,Chicago Bulls,Washington Wizards
199003240CLE,New Jersey Nets,115,108
199003240DEN,Portland Trail Blazers,126,140
199003240HOU,Golden State Warriors,97,102
199003240LAC,Utah Jazz,79,112
199003240NYK,Boston Celtics,110,115
199002270DET,Houston Rockets,106,102
199002270IND,New Jersey Nets,118,113
199002270LAC,Seattle SuperSonics,103,99
199002270MIN,Washington Bullets,104,88
199002270NYK,Dallas Mavericks,110,87
199403160SAC,New Jersey Nets,132,111
199403160SAS,Portland Trail Blazers,110,102
199403170HOU,Golden State Warriors,112,99
199403170LAC,Denver Nuggets,99,102
199403170MIA,Dallas Mavericks,115,98
199402190HOU,Phoenix Suns,106,88
199402190SAS,Miami Heat,100,96
199402190UTA,Los Angeles Clippers,100,93
199402200CHH,Cleveland Cavaliers,101,105
199402200DEN,Atlanta Hawks,97,92
199511180HOU,Denver Nuggets,101,97
199511180IND,Seattle SuperSonics,118,104
199511180MIA,Orlando Magic,93,90
199511180MIL,Boston Celtics,93,99
199511180MIN,Utah Jazz,102,126
199001240SAS,Los Angeles Clippers,106,98
199001240SEA,Milwaukee Bucks,112,119
199001250CHH,Phoenix Suns,97,124
199001250HOU,Los Angeles Clippers,102,101
199001250NJN,Orlando Magic,112,117
199111230WSB,Atlanta Hawks,126,115
199111240LAC,Seattle SuperSonics,89,86
199111240LAL,Milwaukee Bucks,102,97
199111240POR,San Antonio Spurs,116,111
199111250BOS,Washington Bullets,121,108
199311270MIA,Charlotte Hornets,114,100
199311270MIL,Boston Celtics,89,85
199311270MIN,Los Angeles Lakers,92,96
199311270NYK,Detroit Pistons,112,85
199311270PHO,Utah Jazz,120,98
198911280SAS,Seattle SuperSonics,117,104
198911290DAL,Charlotte Hornets,102,83
198911290GSW,New York Knicks,111,129
198911290IND,Utah Jazz,100,88
198911290LAC,Milwaukee Bucks,103,117
199211290POR,Sacramento Kings,107,99
198912200CLE,Denver Nuggets,89,104
198912200GSW,Houston Rockets,118,112
198912200MIN,Los Angeles Lakers,97,106
198912200NJN,Dallas Mavericks,78,84
198912200ORL,Chicago Bulls,110,109
199011270NJN,Philadelphia 76ers,98,92
199011270NYK,Cleveland Cavaliers,102,107
199011270POR,Phoenix Suns,109,123
199011270SAC,Minnesota Timberwolves,80,89
199011270SEA,San Antonio Spurs,111,124
200601140LAC,10:30p,Los Angeles Clippers,Seattle SuperSonics
200601140MIL,8:30p,Milwaukee Bucks,Denver Nuggets
200601140PHO,9:00p,Phoenix Suns,Cleveland Cavaliers
200601140SAS,8:30p,San Antonio Spurs,Memphis Grizzlies
200501120DEN,9:00p,Denver Nuggets,Los Angeles Lakers
200501120DET,7:30p,Detroit Pistons,New Orleans Hornets
200501120GSW,10:30p,Golden State Warriors,Miami Heat
200501120LAC,10:30p,Los Angeles Clippers,Seattle SuperSonics
200501120MIN,8:00p,Minnesota Timberwolves,Orlando Magic
200412110SEA,10:00p,Seattle SuperSonics,Boston Celtics
200412120GSW,9:00p,Golden State Warriors,Charlotte Bobcats
200412120LAL,9:30p,Los Angeles Lakers,Orlando Magic
200412120NYK,12:00p,New York Knicks,Denver Nuggets
200412120PHI,2:00p,Philadelphia 76ers,Milwaukee Bucks
200411130CHI,8:30p,Chicago Bulls,Los Angeles Clippers
200411130CLE,1:00p,Cleveland Cavaliers,Washington Wizards
200411130HOU,8:30p,Houston Rockets,Los Angeles Lakers
200411130IND,8:00p,Indiana Pacers,New York Knicks
200411130MIL,8:30p,Milwaukee Bucks,New Orleans Hornets
200512140BOS,7:30p,Boston Celtics,Indiana Pacers
200512140DAL,8:00p,Dallas Mavericks,Phoenix Suns
200512140DET,7:30p,Detroit Pistons,Sacramento Kings
200512140GSW,10:30p,Golden State Warriors,Houston Rockets
200512140MEM,8:00p,Memphis Grizzlies,Los Angeles Lakers
199411280SAS,Minnesota Timberwolves,92,88
199411280SEA,Indiana Pacers,118,99
199411290ATL,Charlotte Hornets,85,90
199411290DAL,Minnesota Timberwolves,84,83
199411290GSW,Los Angeles Clippers,127,124
200511130PHI,6:00p,Philadelphia 76ers,Los Angeles Clippers
200511130SAC,9:00p,Sacramento Kings,New York Knicks
200511130TOR,1:00p,Toronto Raptors,Seattle SuperSonics
200511140GSW,10:30p,Golden State Warriors,Chicago Bulls
200511140MEM,8:00p,Memphis Grizzlies,Los Angeles Lakers
199204150DET,Boston Celtics,89,92
199204150ORL,Philadelphia 76ers,102,99
199204150UTA,Houston Rockets,130,98
199204160LAC,Minnesota Timberwolves,96,93
199204160MIA,Milwaukee Bucks,95,87
199404170MIA,New Jersey Nets,103,110
199404170MIN,Denver Nuggets,88,99
199404170ORL,Chicago Bulls,118,101
199404170POR,Houston Rockets,110,119
199404170WSB,Boston Celtics,142,100
200504120SAS,8:30p,San Antonio Spurs,Portland Trail Blazers
200504130CHA,7:00p,Charlotte Bobcats,Atlanta Hawks
200504130DEN,9:00p,Denver Nuggets,New Orleans Hornets
200504130DET,7:30p,Detroit Pistons,Orlando Magic
200504130HOU,8:30p,Houston Rockets,Memphis Grizzlies
200503130DEN,9:00p,Denver Nuggets,Phoenix Suns
200503130DET,6:00p,Detroit Pistons,Utah Jazz
200503130LAC,3:30p,Los Angeles Clippers,Chicago Bulls
200503130MIN,1:00p,Minnesota Timberwolves,Dallas Mavericks
200503130NYK,6:00p,New York Knicks,Seattle SuperSonics
200502130IND,6:00p,Indiana Pacers,Memphis Grizzlies
200502130MIA,1:00p,Miami Heat,San Antonio Spurs
200502130MIN,3:30p,Minnesota Timberwolves,Chicago Bulls
200502130NJN,6:00p,New Jersey Nets,Denver Nuggets
200502130NYK,6:00p,New York Knicks,Charlotte Bobcats
200603130NYK,7:30p,New York Knicks,Denver Nuggets
200603140CHA,7:30p,Charlotte Bobcats,Washington Wizards
200603140CHI,8:30p,Chicago Bulls,Portland Trail Blazers
200603140DAL,8:30p,Dallas Mavericks,Cleveland Cavaliers
200603140MEM,8:00p,Memphis Grizzlies,Boston Celtics
200602140MIL,8:00p,Milwaukee Bucks,Seattle SuperSonics
200602150BOS,7:30p,Boston Celtics,Cleveland Cavaliers
200602150CHA,7:30p,Charlotte Bobcats,New Jersey Nets
200602150DAL,9:00p,Dallas Mavericks,Washington Wizards
199611230POR,Denver Nuggets,105,65
199611230TOR,Atlanta Hawks,88,91
199611230UTA,Chicago Bulls,105,100
199611240BOS,Dallas Mavericks,105,91
199611240CLE,Sacramento Kings,103,74
200604140GSW,10:30p,Golden State Warriors,Phoenix Suns
200604140IND,8:00p,Indiana Pacers,Minnesota Timberwolves
200604140LAL,10:30p,Los Angeles Lakers,Portland Trail Blazers
200604140MIA,7:30p,Miami Heat,Philadelphia 76ers
200604140NOK,8:00p,New Orleans/Oklahoma City Hornets,Utah Jazz
199003240ORL,Milwaukee Bucks,101,109
199003240PHO,Seattle SuperSonics,121,95
199003240SAS,Detroit Pistons,105,98
199003240WSB,Philadelphia 76ers,112,114
199003250DAL,Detroit Pistons,98,96
199002270ORL,Charlotte Hornets,115,109
199002270PHO,Denver Nuggets,120,101
199002270POR,Cleveland Cavaliers,118,105
199002280ATL,Indiana Pacers,102,99
199002280BOS,Dallas Mavericks,111,98
199403170MIN,Seattle SuperSonics,92,107
199403170NYK,Milwaukee Bucks,105,83
199403180CHH,Utah Jazz,82,78
199403180CHI,Seattle SuperSonics,87,84
199403180DEN,Sacramento Kings,103,115
199402200IND,Seattle SuperSonics,101,95
199402200LAL,Philadelphia 76ers,107,95
199402200MIL,Orlando Magic,104,109
199402200NJN,Washington Bullets,122,101
199402200NYK,Chicago Bulls,86,68
199511180NJN,Philadelphia 76ers,95,79
199511180PHO,Portland Trail Blazers,107,102
199511180SAS,Charlotte Hornets,109,107
199511180WSB,Toronto Raptors,102,103
199511190LAL,Los Angeles Clippers,109,88
199001250UTA,New York Knicks,115,89
199001250WSB,Boston Celtics,99,98
199001260DAL,Sacramento Kings,106,93
199001260DET,Phoenix Suns,107,103
199001260GSW,Seattle SuperSonics,114,102
199111260ATL,Detroit Pistons,93,103
199111260DEN,Charlotte Hornets,103,97
199111260HOU,New Jersey Nets,118,109
199111260LAC,Chicago Bulls,79,116
199111260NYK,Miami Heat,98,81
199311270SAS,Dallas Mavericks,104,80
199311270WSB,Orlando Magic,112,110
199311280DET,Golden State Warriors,88,91
199311280POR,Sacramento Kings,120,109
199311290LAC,New Jersey Nets,118,94
198911290MIA,Minnesota Timberwolves,100,105
198911290NJN,Boston Celtics,95,118
198911290PHI,Cleveland Cavaliers,114,84
198911290PHO,Detroit Pistons,103,111
198911290WSB,Atlanta Hawks,104,111
198912200PHI,Washington Bullets,118,111
198912200PHO,Indiana Pacers,130,131
198912200SAS,Sacramento Kings,103,100
198912210MIA,Atlanta Hawks,115,117
198912210SEA,Portland Trail Blazers,123,102
199011270WSB,Golden State Warriors,115,113
199011280CHH,Milwaukee Bucks,118,111
199011280CHI,Washington Bullets,118,94
199011280CLE,Golden State Warriors,108,110
199011280DAL,Los Angeles Clippers,107,88
200601140UTA,9:00p,Utah Jazz,Miami Heat
200601150POR,9:00p,Portland Trail Blazers,Cleveland Cavaliers
200601150SAC,9:00p,Sacramento Kings,Orlando Magic
200601150TOR,1:00p,Toronto Raptors,New York Knicks
200601160ATL,2:00p,Atlanta Hawks,Houston Rockets
200501120SAS,8:30p,San Antonio Spurs,Milwaukee Bucks
200501120TOR,7:00p,Toronto Raptors,Boston Celtics
200501120UTA,9:00p,Utah Jazz,Phoenix Suns
200501120WAS,7:00p,Washington Wizards,Portland Trail Blazers
200412120POR,8:00p,Portland Trail Blazers,Utah Jazz
200412120TOR,1:00p,Toronto Raptors,Miami Heat
200412120WAS,1:00p,Washington Wizards,New Orleans Hornets
200412130CHI,8:30p,Chicago Bulls,Dallas Mavericks
200412130LAC,10:30p,Los Angeles Clippers,Boston Celtics
200411130NJN,1:00p,New Jersey Nets,Dallas Mavericks
200411130PHO,9:00p,Phoenix Suns,Sacramento Kings
200411130POR,10:00p,Portland Trail Blazers,Toronto Raptors
200411130UTA,9:00p,Utah Jazz,Detroit Pistons
200411140MIA,6:00p,Miami Heat,Milwaukee Bucks
200512140MIL,8:00p,Milwaukee Bucks,Miami Heat
200512140NJN,7:30p,New Jersey Nets,Charlotte Bobcats
200512140NOK,8:00p,New Orleans/Oklahoma City Hornets,Los Angeles Clippers
200512140NYK,7:30p,New York Knicks,Orlando Magic
200512140PHI,7:00p,Philadelphia 76ers,Atlanta Hawks
199411290HOU,Denver Nuggets,96,81
199411290MIA,Sacramento Kings,89,94
199411290MIL,Phoenix Suns,106,123
199411290NJN,Los Angeles Lakers,120,129
199411290POR,Utah Jazz,94,105
200511140UTA,9:00p,Utah Jazz,New York Knicks
200511150CLE,7:00p,Cleveland Cavaliers,Washington Wizards
200511150DAL,8:30p,Dallas Mavericks,Denver Nuggets
200511150DET,7:30p,Detroit Pistons,Boston Celtics
200511150LAC,10:30p,Los Angeles Clippers,Milwaukee Bucks
199204160NJN,Indiana Pacers,113,119
199204160PHO,San Antonio Spurs,121,101
199204160SAC,Los Angeles Lakers,102,94
199204160WSB,Orlando Magic,119,106
199204170ATL,Chicago Bulls,95,121
199404180CHI,Atlanta Hawks,87,70
199404180DAL,Phoenix Suns,97,106
199404180LAC,Golden State Warriors,131,134
199404190BOS,Milwaukee Bucks,120,112
199404190DEN,Los Angeles Lakers,105,98
200504130IND,8:00p,Indiana Pacers,New Jersey Nets
200504130MIL,8:00p,Milwaukee Bucks,Boston Celtics
200504130MIN,8:00p,Minnesota Timberwolves,Golden State Warriors
200504130SEA,10:30p,Seattle SuperSonics,Dallas Mavericks
200504130UTA,9:00p,Utah Jazz,San Antonio Spurs
200503130ORL,6:00p,Orlando Magic,New Jersey Nets
200503130SAC,3:30p,Sacramento Kings,Houston Rockets
200503130TOR,6:00p,Toronto Raptors,Philadelphia 76ers
200503140ATL,7:30p,Atlanta Hawks,Detroit Pistons
200502130ORL,6:00p,Orlando Magic,New Orleans Hornets
200502130SEA,8:00p,Seattle SuperSonics,Dallas Mavericks
200502130TOR,6:00p,Toronto Raptors,Los Angeles Clippers
200502140CHA,7:00p,Charlotte Bobcats,Portland Trail Blazers
200502140DET,7:30p,Detroit Pistons,Milwaukee Bucks
200603140MIA,7:30p,Miami Heat,Utah Jazz
200603140PHI,7:00p,Philadelphia 76ers,Toronto Raptors
200603140SAC,10:00p,Sacramento Kings,Los Angeles Lakers
200603140SAS,8:30p,San Antonio Spurs,New Orleans/Oklahoma City Hornets
200603140SEA,10:00p,Seattle SuperSonics,Phoenix Suns
200602150DEN,9:00p,Denver Nuggets,Phoenix Suns
200602150GSW,10:30p,Golden State Warriors,Los Angeles Clippers
200602150IND,7:00p,Indiana Pacers,Milwaukee Bucks
200602150LAL,10:30p,Los Angeles Lakers,Atlanta Hawks
199611240LAL,Houston Rockets,85,90
199611240NYK,Seattle SuperSonics,92,102
199611240PHO,Miami Heat,84,87
199611240VAN,San Antonio Spurs,96,91
199611250LAC,Chicago Bulls,84,88
200604140NYK,7:30p,New York Knicks,Milwaukee Bucks
200604140SEA,10:30p,Seattle SuperSonics,Los Angeles Clippers
200604140TOR,7:00p,Toronto Raptors,Detroit Pistons
200604150CHA,7:30p,Charlotte Bobcats,Indiana Pacers
200604150DEN,9:00p,Denver Nuggets,Sacramento Kings
199003250LAL,Seattle SuperSonics,116,94
199003250MIA,Milwaukee Bucks,105,102
199003250POR,Minnesota Timberwolves,105,110
199003260ATL,Denver Nuggets,113,102
199003260CHH,New Jersey Nets,97,83
199002280GSW,San Antonio Spurs,144,135
199002280MIA,Sacramento Kings,113,92
199002280SEA,Los Angeles Lakers,107,112
199403180IND,Atlanta Hawks,78,81
199403180LAL,New Jersey Nets,90,102
199403180ORL,Cleveland Cavaliers,113,96
199403180PHI,Minnesota Timberwolves,98,100
199403180PHO,Detroit Pistons,113,114
199402200POR,Boston Celtics,102,93
199402210CHI,Charlotte Hornets,118,93
199402210DET,Dallas Mavericks,88,98
199402210MIA,Washington Bullets,128,98
199402210MIN,San Antonio Spurs,89,114
199511190NYK,Vancouver Grizzlies,98,93
199511190SAC,Atlanta Hawks,94,108
199511200BOS,Houston Rockets,93,98
199511200ORL,Golden State Warriors,101,95
199511200POR,Los Angeles Clippers,113,94
199001260IND,Miami Heat,115,105
199001260LAL,Milwaukee Bucks,100,91
199001260MIN,Cleveland Cavaliers,84,85
199001260PHI,Chicago Bulls,120,109
199111260ORL,Los Angeles Lakers,87,98
199111260PHI,Cleveland Cavaliers,91,95
199111260POR,Milwaukee Bucks,107,98
199111260SAC,Phoenix Suns,104,89
199111260SEA,Golden State Warriors,136,130
199311290SAC,Indiana Pacers,103,105
199311290SAS,Milwaukee Bucks,102,95
199311300ATL,Boston Celtics,122,114
199311300CHI,Phoenix Suns,132,113
198911300DEN,Milwaukee Bucks,103,102
198911300HOU,Charlotte Hornets,113,101
198911300ORL,Minnesota Timberwolves,103,96
198911300SAC,Los Angeles Lakers,93,109
198911300SAS,Dallas Mavericks,93,89
198912220ATL,Chicago Bulls,113,125
198912220BOS,Philadelphia 76ers,88,89
198912220CHH,Utah Jazz,100,114
198912220DAL,Los Angeles Clippers,101,92
198912220GSW,Indiana Pacers,150,124
199011280DET,New York Knicks,90,83
199011280LAL,San Antonio Spurs,97,80
199011280MIA,New Jersey Nets,97,79
199011280PHI,Indiana Pacers,116,106
200601160CHA,1:00p,Charlotte Bobcats,New Orleans/Oklahoma City Hornets
200601160CHI,2:00p,Chicago Bulls,Denver Nuggets
200601160DAL,8:30p,Dallas Mavericks,Milwaukee Bucks
200601160DET,3:30p,Detroit Pistons,Boston Celtics
200501130HOU,8:00p,Houston Rockets,New Jersey Nets
200501130LAL,10:30p,Los Angeles Lakers,Cleveland Cavaliers
200501130SAC,10:00p,Sacramento Kings,Utah Jazz
200501140BOS,7:30p,Boston Celtics,Atlanta Hawks
200501140CHA,7:00p,Charlotte Bobcats,Memphis Grizzlies
200412130MEM,8:00p,Memphis Grizzlies,Cleveland Cavaliers
200412130MIA,7:30p,Miami Heat,Washington Wizards
200412130PHO,9:00p,Phoenix Suns,Orlando Magic
200412140ATL,7:30p,Atlanta Hawks,Indiana Pacers
200412140CHA,7:00p,Charlotte Bobcats,New Orleans Hornets
200411140PHI,2:00p,Philadelphia 76ers,Orlando Magic
200411140SAC,9:00p,Sacramento Kings,Denver Nuggets
200411140SEA,8:00p,Seattle SuperSonics,Memphis Grizzlies
200411140WAS,1:00p,Washington Wizards,Dallas Mavericks
200512140TOR,7:00p,Toronto Raptors,Chicago Bulls
200512140UTA,9:00p,Utah Jazz,Portland Trail Blazers
200512150CLE,8:00p,Cleveland Cavaliers,Denver Nuggets
200512150MIN,8:00p,Minnesota Timberwolves,San Antonio Spurs
200512150SEA,10:30p,Seattle SuperSonics,Houston Rockets
199411290WSB,New York Knicks,91,99
199411300BOS,Detroit Pistons,118,115
199411300CHH,Miami Heat,105,87
199411300CHI,Phoenix Suns,118,105
200511150MIA,7:30p,Miami Heat,New Orleans/Oklahoma City Hornets
200511150MIN,8:00p,Minnesota Timberwolves,Houston Rockets
200511150NJN,7:30p,New Jersey Nets,Seattle SuperSonics
200511150ORL,7:00p,Orlando Magic,Charlotte Bobcats
200511150PHI,7:00p,Philadelphia 76ers,Toronto Raptors
199204170CHH,Philadelphia 76ers,112,122
199204170DAL,Houston Rockets,109,106
199204170GSW,Los Angeles Clippers,116,104
199204170IND,Cleveland Cavaliers,102,107
199204170SAS,Denver Nuggets,108,94
199404190DET,Orlando Magic,104,132
199404190MIA,Minnesota Timberwolves,126,99
199404190NYK,Atlanta Hawks,84,87
199404190PHI,New Jersey Nets,110,115
199404190PHO,Seattle SuperSonics,122,116
200504130WAS,8:00p,Washington Wizards,Chicago Bulls
200504140CLE,8:00p,Cleveland Cavaliers,New York Knicks
200504140PHI,8:00p,Philadelphia 76ers,Miami Heat
200504140POR,10:30p,Portland Trail Blazers,Dallas Mavericks
200504150BOS,7:30p,Boston Celtics,Miami Heat
200503140CHA,7:00p,Charlotte Bobcats,Boston Celtics
200503140GSW,10:30p,Golden State Warriors,Houston Rockets
200503140MEM,8:00p,Memphis Grizzlies,Portland Trail Blazers
200503140MIA,7:30p,Miami Heat,Milwaukee Bucks
200503140SAS,8:30p,San Antonio Spurs,New Orleans Hornets
200502140NOH,8:00p,New Orleans Hornets,Washington Wizards
200502140PHI,7:00p,Philadelphia 76ers,New York Knicks
200502140PHO,9:00p,Phoenix Suns,Utah Jazz
200502150ATL,7:30p,Atlanta Hawks,Denver Nuggets
200502150CHI,8:30p,Chicago Bulls,Sacramento Kings
200603150HOU,9:00p,Houston Rockets,Dallas Mavericks
200603150IND,7:00p,Indiana Pacers,Denver Nuggets
200603150LAL,10:30p,Los Angeles Lakers,Minnesota Timberwolves
200603150MIL,8:00p,Milwaukee Bucks,Chicago Bulls
200603150NJN,7:30p,New Jersey Nets,Portland Trail Blazers
200602150MEM,8:00p,Memphis Grizzlies,Sacramento Kings
200602150MIN,8:00p,Minnesota Timberwolves,Seattle SuperSonics
200602150NOK,8:00p,New Orleans/Oklahoma City Hornets,Portland Trail Blazers
200602150NYK,7:30p,New York Knicks,Toronto Raptors
200602150ORL,7:00p,Orlando Magic,Miami Heat
199611250ORL,Milwaukee Bucks,88,100
199611250UTA,New Jersey Nets,108,92
199611250WSB,Minnesota Timberwolves,105,98
199611260ATL,Vancouver Grizzlies,101,80
199611260CHH,Seattle SuperSonics,97,89
200604150HOU,8:30p,Houston Rockets,Memphis Grizzlies
200604150MIL,8:30p,Milwaukee Bucks,Atlanta Hawks
200604150ORL,7:00p,Orlando Magic,Philadelphia 76ers
200604150POR,10:00p,Portland Trail Blazers,Golden State Warriors
200604160DAL,8:30p,Dallas Mavericks,Utah Jazz
199003260CHI,Phoenix Suns,121,92
199003260CLE,Sacramento Kings,116,95
199003260HOU,San Antonio Spurs,113,95
199003260LAC,Minnesota Timberwolves,101,96
199003270DAL,Golden State Warriors,118,108
199403180POR,Washington Bullets,122,104
199403190DAL,Golden State Warriors,107,116
199403190HOU,Detroit Pistons,106,88
199403190IND,Utah Jazz,107,103
199403190MIA,Cleveland Cavaliers,106,95
199402210PHO,Sacramento Kings,112,86
199402210UTA,Philadelphia 76ers,119,92
199402220CLE,Minnesota Timberwolves,114,81
199402220HOU,Denver Nuggets,98,97
199402220IND,Dallas Mavericks,107,101
199511200UTA,New Jersey Nets,105,79
199511210DAL,Chicago Bulls,102,108
199511210DEN,Atlanta Hawks,107,99
199511210LAL,Portland Trail Blazers,108,109
199511210TOR,Seattle SuperSonics,102,97
199001260POR,San Antonio Spurs,109,103
199001270CHH,Sacramento Kings,85,92
199001270CHI,New Jersey Nets,110,107
199001270DEN,New York Knicks,96,110
199001270HOU,Dallas Mavericks,92,99
199111270BOS,Orlando Magic,101,92
199111270CLE,Philadelphia 76ers,107,97
199111270DAL,Indiana Pacers,113,106
199111270DET,Atlanta Hawks,100,91
199311300CLE,Detroit Pistons,92,74
199311300GSW,Dallas Mavericks,103,91
199311300HOU,Milwaukee Bucks,102,91
199311300MIA,Portland Trail Blazers,109,123
198911300SEA,New York Knicks,127,122
198912220HOU,Sacramento Kings,103,92
198912220MIL,Cleveland Cavaliers,112,100
198912220NJN,Detroit Pistons,90,96
198912220ORL,Denver Nuggets,125,137
198912220PHO,San Antonio Spurs,115,119
199011280UTA,Houston Rockets,103,92
199011290DEN,Sacramento Kings,136,128
199011290PHO,Seattle SuperSonics,128,110
199011290POR,Minnesota Timberwolves,107,92
199011300ATL,Cleveland Cavaliers,93,101
200601160GSW,4:00p,Golden State Warriors,Seattle SuperSonics
200601160LAC,3:30p,Los Angeles Clippers,Utah Jazz
200601160LAL,10:30p,Los Angeles Lakers,Miami Heat
200601160MEM,8:00p,Memphis Grizzlies,San Antonio Spurs
200501140DEN,10:30p,Denver Nuggets,Minnesota Timberwolves
200501140DET,8:00p,Detroit Pistons,Orlando Magic
200501140IND,7:00p,Indiana Pacers,Phoenix Suns
200501140LAC,10:30p,Los Angeles Clippers,Miami Heat
200412140DAL,8:30p,Dallas Mavericks,Golden State Warriors
200412140MIL,8:00p,Milwaukee Bucks,Sacramento Kings
200412140MIN,8:00p,Minnesota Timberwolves,Portland Trail Blazers
200412140NJN,7:30p,New Jersey Nets,New York Knicks
200411150CLE,7:00p,Cleveland Cavaliers,Golden State Warriors
200411150NJN,7:30p,New Jersey Nets,Houston Rockets
200411160ATL,7:30p,Atlanta Hawks,Houston Rockets
200411160CHA,7:00p,Charlotte Bobcats,Utah Jazz
200411160DAL,8:30p,Dallas Mavericks,Phoenix Suns
200512160ATL,7:00p,Atlanta Hawks,New York Knicks
200512160BOS,7:30p,Boston Celtics,Milwaukee Bucks
200512160DAL,9:30p,Dallas Mavericks,Orlando Magic
200512160DET,8:00p,Detroit Pistons,Chicago Bulls
200512160IND,7:00p,Indiana Pacers,Utah Jazz
199411300CLE,Los Angeles Lakers,117,79
199411300ORL,Sacramento Kings,114,107
199411300SEA,San Antonio Spurs,109,100
200511150SAC,10:00p,Sacramento Kings,Utah Jazz
200511150SAS,8:30p,San Antonio Spurs,Atlanta Hawks
200511160BOS,7:30p,Boston Celtics,Seattle SuperSonics
200511160CHA,7:30p,Charlotte Bobcats,Indiana Pacers
200511160GSW,10:30p,Golden State Warriors,Milwaukee Bucks
199204170SEA,Sacramento Kings,130,106
199204170UTA,Minnesota Timberwolves,120,106
199204180MIL,New York Knicks,103,114
199204180NJN,Orlando Magic,127,111
